year,month,day,date,fruits_veggies,daily_stress,places_visited,core_circle,supporting_others,social_network,achievement,donation,bmi_range,todo_completed,flow,daily_steps,live_vision,sleep_hours,lost_vacation,daily_shouting,sufficient_income,personal_awards,time_for_passion,weekly_meditation,age,gender,work_life_balance_score,Positive Experience Index,Negative Experience Index,median
2016,1,21,2016-01-21,5,3,5,6,10,10,7,2,2,6,2,10,10,7,2,10,1,3,3,5,36 to 50,Female,666.6,70,28,11.8
2016,1,22,2016-01-22,5,5,10,10,4,2,2,0,1,10,3,5,2,8,0,1,1,4,0,1,21 to 35,Female,648.8,70,28,11.8
2016,1,22,2016-01-22,3,3,10,10,10,7,8,5,2,6,2,4,5,9,0,2,1,10,1,7,36 to 50,Female,694.7,70,28,11.8
2016,1,22,2016-01-22,1,2,10,1,2,6,4,0,1,5,5,3,0,7,0,1,2,3,3,6,21 to 35,Male,651.6,70,28,11.8
2016,1,22,2016-01-22,0,5,0,0,0,10,0,1,2,8,10,2,0,5,10,4,1,5,1,10,36 to 50,Male,577.9,70,28,11.8
2016,1,22,2016-01-22,4,3,10,5,4,3,3,4,1,7,2,5,2,6,0,2,1,1,1,0,21 to 35,Male,643.3,70,28,11.8
2016,1,22,2016-01-22,2,3,5,3,3,4,3,5,1,7,2,8,0,8,0,2,2,4,1,10,21 to 35,Female,673.2,70,28,11.8
2016,1,23,2016-01-23,1,3,1,1,10,10,1,0,2,3,0,2,10,6,0,10,2,1,0,0,36 to 50,Female,598.5,70,28,11.8
2016,1,23,2016-01-23,5,4,7,10,10,5,2,5,1,4,1,1,0,9,0,3,2,3,1,1,21 to 35,Female,670.3,70,28,11.8
2016,1,23,2016-01-23,2,4,3,4,10,10,6,3,2,7,2,9,3,7,0,2,2,10,3,8,51 or more,Male,686.8,70,28,11.8
2016,1,23,2016-01-23,1,4,1,4,3,5,0,0,1,6,0,5,0,7,0,3,2,1,0,10,Less than 20,Male,619.7,70,28,11.8
2016,1,23,2016-01-23,4,3,9,10,6,10,9,2,1,5,5,4,0,6,7,7,1,10,5,4,36 to 50,Female,673.7,70,28,11.8
2016,1,23,2016-01-23,2,1,2,4,2,5,2,5,2,7,2,6,10,6,0,1,1,5,2,4,36 to 50,Male,645.2,70,28,11.8
2016,1,23,2016-01-23,1,4,5,5,10,3,4,3,2,4,2,6,3,7,0,2,2,6,1,3,21 to 35,Female,643.7,70,28,11.8
2016,1,23,2016-01-23,3,4,10,7,8,8,10,5,2,7,1,3,3,6,0,1,2,10,1,5,51 or more,Female,692.2,70,28,11.8
2016,1,23,2016-01-23,2,2,5,1,2,10,2,5,2,10,0,5,5,6,0,1,2,2,0,7,36 to 50,Female,655.2,70,28,11.8
2016,1,24,2016-01-24,1,3,1,2,1,10,2,0,1,5,2,3,2,5,0,4,1,3,3,5,21 to 35,Female,607.0,70,28,11.8
2016,1,24,2016-01-24,3,2,8,5,5,6,2,5,1,7,3,9,5,6,8,2,2,10,8,6,51 or more,Male,703.6,70,28,11.8
2016,1,24,2016-01-24,3,2,8,5,5,6,2,5,1,7,3,9,5,6,8,2,2,10,8,6,51 or more,Male,703.6,70,28,11.8
2016,1,24,2016-01-24,5,3,6,6,4,8,1,5,2,8,1,10,3,7,5,2,2,5,0,9,36 to 50,Female,675.1,70,28,11.8
2016,1,24,2016-01-24,2,1,5,6,4,10,1,1,1,0,2,7,0,8,0,5,2,2,3,0,Less than 20,Male,644.1,70,28,11.8
2016,1,24,2016-01-24,4,3,10,4,10,10,3,5,1,4,1,10,4,10,10,5,1,10,4,10,Less than 20,Female,696.1,70,28,11.8
2016,1,24,2016-01-24,1,3,3,2,2,1,2,1,2,0,2,10,2,10,0,6,1,6,0,6,21 to 35,Female,595.8,70,28,11.8
2016,1,24,2016-01-24,3,1,10,10,10,8,6,5,1,7,2,8,3,8,0,5,2,10,0,10,36 to 50,Female,736.1,70,28,11.8
2016,1,24,2016-01-24,0,3,2,4,1,7,1,2,2,7,4,4,0,6,5,1,1,1,5,2,21 to 35,Male,590.4,70,28,11.8
2016,1,24,2016-01-24,5,4,10,5,10,10,2,5,2,8,4,7,3,8,5,5,2,4,10,2,21 to 35,Female,691.7,70,28,11.8
2016,1,24,2016-01-24,5,4,1,5,5,2,2,1,1,9,2,8,1,8,10,2,2,8,2,9,51 or more,Female,656.2,70,28,11.8
2016,1,24,2016-01-24,1,4,2,5,10,10,3,2,1,5,1,7,0,7,3,5,2,4,1,5,21 to 35,Female,649.0,70,28,11.8
2016,1,24,2016-01-24,1,3,5,8,4,10,2,0,2,8,2,4,4,8,0,1,2,10,3,7,21 to 35,Male,665.6,70,28,11.8
2016,1,24,2016-01-24,5,3,10,4,5,7,2,5,1,8,6,10,7,8,0,3,1,10,4,10,51 or more,Female,721.2,70,28,11.8
2016,1,24,2016-01-24,0,3,2,2,1,5,0,2,1,7,3,7,1,7,0,0,1,3,1,1,21 to 35,Male,611.6,70,28,11.8
2016,1,24,2016-01-24,3,2,7,8,4,4,2,5,2,2,5,4,3,6,0,1,2,3,0,7,51 or more,Female,658.4,70,28,11.8
2016,1,24,2016-01-24,3,4,2,2,0,4,3,1,1,5,2,10,1,7,0,10,2,3,2,10,Less than 20,Female,634.3,70,28,11.8
2016,1,24,2016-01-24,3,4,2,1,0,2,0,0,1,4,1,10,0,7,5,7,2,3,2,10,Less than 20,Female,612.2,70,28,11.8
2016,1,24,2016-01-24,3,2,4,8,6,6,6,5,2,2,5,4,0,7,0,2,2,3,3,5,51 or more,Female,663.7,70,28,11.8
2016,1,24,2016-01-24,4,4,8,3,4,3,4,4,1,5,2,3,5,5,3,2,1,3,4,2,Less than 20,Female,637.6,70,28,11.8
2016,1,25,2016-01-25,4,2,6,10,8,10,1,2,2,9,10,5,5,8,2,1,2,10,7,3,21 to 35,Female,711.7,70,28,11.8
2016,1,25,2016-01-25,2,4,0,0,0,5,0,0,1,0,0,5,0,8,0,3,2,2,3,4,51 or more,Male,597.8,70,28,11.8
2016,1,25,2016-01-25,2,3,2,5,0,3,0,0,1,3,1,1,1,7,2,1,1,3,1,2,Less than 20,Male,586.6,70,28,11.8
2016,1,25,2016-01-25,3,3,6,3,4,4,3,1,1,5,2,8,3,8,0,1,2,2,4,10,21 to 35,Male,671.5,70,28,11.8
2016,1,25,2016-01-25,3,2,8,10,10,10,6,2,1,6,4,8,1,7,0,2,2,4,4,2,36 to 50,Female,707.0,70,28,11.8
2016,1,25,2016-01-25,2,3,2,2,10,4,4,5,1,2,1,3,0,8,0,2,2,10,1,1,36 to 50,Male,655.2,70,28,11.8
2016,1,25,2016-01-25,4,5,3,8,10,6,6,5,1,6,4,8,1,6,0,1,2,10,4,2,21 to 35,Female,701.7,70,28,11.8
2016,1,25,2016-01-25,4,0,3,4,4,5,2,4,1,9,1,5,1,8,0,4,2,3,3,10,21 to 35,Male,682.8,70,28,11.8
2016,1,25,2016-01-25,1,3,2,0,0,4,1,0,2,4,1,1,0,10,0,5,1,2,0,10,21 to 35,Male,573.6,70,28,11.8
2016,1,25,2016-01-25,2,3,2,2,0,4,2,0,1,5,0,1,5,7,7,8,1,1,5,1,21 to 35,Female,576.4,70,28,11.8
2016,1,25,2016-01-25,2,3,2,2,0,4,2,0,1,5,0,1,5,7,7,8,1,1,5,1,21 to 35,Female,576.4,70,28,11.8
2016,1,25,2016-01-25,2,5,0,3,10,3,3,5,1,3,6,2,10,8,8,2,2,4,5,3,51 or more,Female,655.0,70,28,11.8
2016,1,25,2016-01-25,1,3,3,2,3,10,3,0,2,3,3,3,3,6,0,5,1,4,1,5,36 to 50,Female,597.0,70,28,11.8
2016,1,25,2016-01-25,3,4,7,4,3,8,1,2,2,7,4,3,1,7,5,4,2,10,1,3,36 to 50,Male,634.6,70,28,11.8
2016,1,26,2016-01-26,5,3,8,5,3,5,3,5,2,8,2,7,2,7,2,0,2,3,2,5,51 or more,Female,669.4,70,28,11.8
2016,1,26,2016-01-26,3,1,5,10,8,10,0,5,2,7,8,5,2,8,0,1,2,5,6,6,51 or more,Female,704.9,70,28,11.8
2016,1,26,2016-01-26,2,0,5,4,0,0,4,0,1,5,8,9,0,5,10,0,2,10,2,5,36 to 50,Female,650.7,70,28,11.8
2016,1,26,2016-01-26,4,2,6,9,5,7,1,1,1,8,0,4,1,8,0,8,2,10,1,3,36 to 50,Female,667.3,70,28,11.8
2016,1,26,2016-01-26,3,4,8,5,3,10,0,3,1,8,1,6,5,6,10,3,2,3,6,2,21 to 35,Female,655.4,70,28,11.8
2016,1,26,2016-01-26,3,4,6,5,7,5,5,1,1,7,5,7,5,7,0,2,1,6,2,5,21 to 35,Female,666.0,70,28,11.8
2016,1,26,2016-01-26,4,4,5,9,6,5,5,2,1,8,2,9,2,7,2,1,1,5,2,6,21 to 35,Male,669.8,70,28,11.8
2016,1,26,2016-01-26,2,3,5,5,1,2,2,1,1,8,1,10,5,8,0,2,2,10,2,10,21 to 35,Female,678.7,70,28,11.8
2016,1,26,2016-01-26,2,3,5,5,1,2,2,1,1,8,1,10,5,8,0,2,2,10,2,10,21 to 35,Female,678.7,70,28,11.8
2016,1,26,2016-01-26,2,3,5,5,1,2,2,1,1,8,1,10,5,8,0,2,2,10,2,10,21 to 35,Female,678.7,70,28,11.8
2016,1,26,2016-01-26,2,3,2,8,6,10,1,1,2,5,2,7,1,7,5,7,2,3,2,10,36 to 50,Female,635.4,70,28,11.8
2016,1,26,2016-01-26,4,1,5,5,4,4,4,3,1,6,4,10,10,8,0,0,2,3,3,7,21 to 35,Female,709.3,70,28,11.8
2016,1,26,2016-01-26,5,5,10,10,8,4,5,5,2,6,4,4,3,6,0,7,2,8,4,6,51 or more,Female,683.9,70,28,11.8
2016,1,26,2016-01-26,4,3,3,7,1,3,3,2,1,7,2,3,5,7,9,1,2,10,0,3,21 to 35,Male,648.2,70,28,11.8
2016,1,26,2016-01-26,4,1,6,6,3,8,1,0,1,7,2,10,2,6,0,1,2,3,2,10,36 to 50,Male,685.1,70,28,11.8
2016,1,26,2016-01-26,4,1,6,6,3,8,1,0,1,7,2,10,2,6,0,1,2,3,2,10,36 to 50,Male,685.1,70,28,11.8
2016,1,26,2016-01-26,4,1,6,6,3,8,1,0,1,7,2,10,2,6,0,1,2,3,2,10,36 to 50,Male,685.1,70,28,11.8
2016,1,26,2016-01-26,3,3,10,10,9,7,3,2,1,4,4,5,10,7,0,4,1,7,3,10,21 to 35,Female,697.9,70,28,11.8
2016,1,26,2016-01-26,3,3,10,2,0,3,3,1,1,7,7,7,1,8,0,5,2,10,7,10,21 to 35,Male,686.6,70,28,11.8
2016,1,27,2016-01-27,2,2,3,4,6,10,6,3,2,8,6,2,2,8,10,5,2,7,6,3,36 to 50,Female,651.6,70,28,11.8
2016,1,27,2016-01-27,2,2,2,7,3,8,3,2,2,3,4,5,5,6,10,1,2,8,2,6,36 to 50,Male,639.9,70,28,11.8
2016,1,27,2016-01-27,3,1,10,10,10,8,4,2,2,8,3,5,1,7,0,0,2,5,5,10,21 to 35,Male,706.4,70,28,11.8
2016,1,27,2016-01-27,2,3,0,6,1,10,5,0,1,4,2,10,10,5,0,4,2,0,1,2,Less than 20,Male,649.2,70,28,11.8
2016,1,27,2016-01-27,5,4,10,10,10,10,10,5,1,10,6,7,3,6,0,6,2,10,2,7,21 to 35,Female,745.7,70,28,11.8
2016,1,27,2016-01-27,4,4,3,7,1,5,1,1,1,5,2,8,3,6,10,4,1,3,6,3,21 to 35,Female,616.7,70,28,11.8
2016,1,27,2016-01-27,3,2,5,8,7,5,7,0,1,7,2,7,2,6,0,1,2,5,2,4,36 to 50,Male,679.4,70,28,11.8
2016,1,27,2016-01-27,5,2,10,4,10,6,10,5,1,7,4,7,6,8,0,1,2,10,6,10,51 or more,Female,756.3,70,28,11.8
2016,1,27,2016-01-27,3,3,10,10,10,10,7,2,1,10,8,10,5,8,0,1,2,5,8,10,Less than 20,Female,758.6,70,28,11.8
2016,1,27,2016-01-27,5,3,10,4,7,7,5,5,1,7,4,6,5,8,0,1,1,10,6,10,51 or more,Female,720.4,70,28,11.8
2016,1,28,2016-01-28,4,3,10,7,10,10,4,5,2,7,3,6,5,7,0,7,2,10,4,7,21 to 35,Female,708.3,70,28,11.8
2016,1,28,2016-01-28,5,3,4,8,6,10,2,5,2,5,1,2,0,7,5,2,1,5,4,10,51 or more,Male,649.7,70,28,11.8
2016,1,28,2016-01-28,3,3,5,6,2,10,5,2,1,4,2,4,2,7,4,2,1,6,2,5,21 to 35,Female,645.0,70,28,11.8
2016,1,28,2016-01-28,2,1,4,3,2,1,4,1,1,6,0,8,2,7,4,2,1,2,2,8,21 to 35,Male,627.1,70,28,11.8
2016,1,28,2016-01-28,5,1,10,4,1,2,3,2,1,7,1,8,1,9,0,1,2,3,2,10,21 to 35,Female,687.0,70,28,11.8
2016,1,28,2016-01-28,1,1,5,6,5,5,4,5,1,6,2,1,10,7,2,6,2,0,8,10,21 to 35,Male,683.5,70,28,11.8
2016,1,28,2016-01-28,1,5,10,3,2,8,2,0,2,7,2,2,1,9,10,3,1,3,0,3,Less than 20,Female,582.1,70,28,11.8
2016,1,29,2016-01-29,3,4,0,6,7,10,5,5,1,8,2,10,1,5,0,4,2,5,0,3,36 to 50,Female,676.4,70,28,11.8
2016,1,29,2016-01-29,5,4,8,3,5,5,8,2,1,8,2,10,10,6,10,7,2,8,10,6,21 to 35,Female,697.0,70,28,11.8
2016,1,29,2016-01-29,2,1,0,10,4,8,3,2,1,4,7,2,5,7,0,2,2,5,0,10,Less than 20,Male,680.3,70,28,11.8
2016,1,29,2016-01-29,2,3,4,3,4,6,6,1,1,4,3,8,3,7,10,2,2,3,2,7,21 to 35,Female,645.8,70,28,11.8
2016,1,29,2016-01-29,3,3,4,10,4,7,8,3,1,6,4,10,5,6,10,5,1,6,5,6,36 to 50,Male,669.8,70,28,11.8
2016,1,29,2016-01-29,3,3,4,10,8,7,10,3,1,6,8,10,6,6,10,5,1,9,4,6,36 to 50,Male,691.9,70,28,11.8
2016,1,29,2016-01-29,1,4,4,10,3,4,2,1,2,4,3,3,1,7,1,9,1,6,2,4,21 to 35,Female,595.5,70,28,11.8
2016,1,29,2016-01-29,4,4,3,5,8,10,3,4,1,8,4,5,3,6,3,6,1,4,3,5,21 to 35,Male,658.6,70,28,11.8
2016,1,29,2016-01-29,1,4,2,6,1,6,1,3,1,6,1,6,0,7,5,3,1,2,1,6,21 to 35,Male,609.7,70,28,11.8
2016,1,29,2016-01-29,3,5,4,2,2,5,3,1,2,9,1,4,0,7,0,3,2,10,3,10,21 to 35,Female,639.9,70,28,11.8
2016,1,29,2016-01-29,1,5,1,3,10,10,1,2,2,5,1,1,3,8,1,1,2,4,4,1,36 to 50,Male,624.2,70,28,11.8
2016,1,29,2016-01-29,2,1,10,6,5,6,7,1,1,9,1,7,5,8,0,0,2,6,1,10,21 to 35,Male,708.7,70,28,11.8
2016,1,29,2016-01-29,2,4,10,5,4,6,2,0,1,1,0,3,0,6,0,10,1,2,0,4,36 to 50,Female,595.3,70,28,11.8
2016,1,29,2016-01-29,5,3,10,8,10,6,7,5,2,2,0,2,5,8,0,5,2,7,1,10,51 or more,Female,690.7,70,28,11.8
2016,1,29,2016-01-29,0,4,0,6,2,1,3,4,2,6,3,1,10,8,3,7,1,6,3,9,21 to 35,Male,610.6,70,28,11.8
2016,1,29,2016-01-29,5,4,3,5,5,4,4,5,1,4,1,3,4,7,6,7,2,4,2,3,36 to 50,Female,644.8,70,28,11.8
2016,1,30,2016-01-30,5,2,10,6,6,4,6,2,1,9,2,6,1,7,0,1,2,4,1,8,36 to 50,Female,698.1,70,28,11.8
2016,1,30,2016-01-30,2,2,1,4,1,7,0,0,2,4,2,6,5,6,0,4,2,7,3,6,21 to 35,Male,628.2,70,28,11.8
2016,1,30,2016-01-30,4,4,7,8,6,10,5,5,1,5,3,10,1,7,0,7,2,10,3,1,Less than 20,Female,698.9,70,28,11.8
2016,1,30,2016-01-30,5,4,10,6,10,10,3,5,1,4,2,4,4,7,10,3,2,4,6,10,51 or more,Female,697.7,70,28,11.8
2016,1,30,2016-01-30,5,4,5,8,1,6,1,1,1,5,2,10,2,8,3,1,2,3,1,8,36 to 50,Female,666.8,70,28,11.8
2016,1,30,2016-01-30,5,3,6,5,6,3,0,5,1,7,2,2,1,7,5,0,2,2,5,7,21 to 35,Male,668.4,70,28,11.8
2016,1,30,2016-01-30,5,5,0,2,3,2,3,5,2,7,0,10,3,7,0,4,2,4,0,10,21 to 35,Female,644.5,70,28,11.8
2016,1,30,2016-01-30,3,3,9,10,10,8,5,0,1,6,5,10,6,8,0,3,1,5,0,5,21 to 35,Female,690.6,70,28,11.8
2016,1,31,2016-01-31,2,5,5,5,10,10,4,5,1,1,3,10,0,4,7,2,2,10,2,2,21 to 35,Female,667.7,70,28,11.8
2016,1,31,2016-01-31,3,3,5,10,2,10,6,0,2,7,5,7,10,7,0,1,1,1,7,10,36 to 50,Female,676.2,70,28,11.8
2016,1,31,2016-01-31,5,1,6,10,10,7,7,5,1,7,2,5,4,7,0,0,2,9,4,10,51 or more,Male,743.8,70,28,11.8
2016,1,31,2016-01-31,0,4,3,2,6,10,3,2,2,5,4,9,2,6,3,3,2,10,6,4,21 to 35,Male,649.2,70,28,11.8
2016,1,31,2016-01-31,5,1,1,5,10,10,0,5,1,8,1,4,0,7,2,0,2,5,4,4,51 or more,Female,690.9,70,28,11.8
2016,1,31,2016-01-31,2,5,10,5,10,8,1,5,1,9,6,3,10,9,10,1,1,10,0,10,21 to 35,Female,689.4,70,28,11.8
2016,1,31,2016-01-31,1,1,10,4,10,5,5,5,1,7,2,1,10,8,0,1,2,10,5,10,21 to 35,Male,726.2,70,28,11.8
2016,1,31,2016-01-31,1,2,2,10,3,10,1,1,1,4,1,10,0,7,0,1,2,2,1,10,Less than 20,Male,666.6,70,28,11.8
2016,1,31,2016-01-31,5,2,10,5,8,9,6,3,1,5,7,10,10,6,10,1,1,7,5,10,Less than 20,Female,715.7,70,28,11.8
2016,1,31,2016-01-31,1,3,2,3,4,6,5,2,1,5,0,6,2,7,0,5,2,2,0,10,Less than 20,Female,643.7,70,28,11.8
2016,1,31,2016-01-31,5,2,6,4,10,7,10,5,1,7,3,4,3,8,0,2,1,10,7,10,51 or more,Female,721.7,70,28,11.8
2016,1,31,2016-01-31,5,3,10,3,10,6,10,5,1,7,2,3,2,8,0,3,1,10,5,10,51 or more,Female,711.3,70,28,11.8
2016,1,31,2016-01-31,0,5,3,4,3,2,0,0,1,0,4,5,0,8,0,7,1,10,0,0,Less than 20,Female,584.2,70,28,11.8
2016,1,31,2016-01-31,2,4,4,5,8,6,3,5,2,4,8,5,2,5,0,6,1,5,0,1,36 to 50,Female,624.4,70,28,11.8
2016,2,1,2016-02-01,1,5,3,3,0,3,6,1,2,3,5,7,3,10,10,1,1,9,0,3,21 to 35,Female,595.2,70,28,11.8
2016,2,1,2016-02-01,1,3,1,1,4,4,3,2,1,1,2,2,3,9,3,8,1,3,1,4,36 to 50,Female,592.3,70,28,11.8
2016,2,1,2016-02-01,4,3,4,3,3,5,1,5,1,3,2,4,9,6,1,0,2,3,2,4,51 or more,Female,665.2,70,28,11.8
2016,2,1,2016-02-01,3,1,8,3,5,4,3,3,1,3,5,6,6,7,0,2,2,6,5,7,21 to 35,Female,693.0,70,28,11.8
2016,2,1,2016-02-01,2,2,10,10,7,4,5,4,2,8,7,2,2,7,0,3,2,5,10,10,21 to 35,Female,702.4,70,28,11.8
2016,2,1,2016-02-01,4,3,4,3,5,2,3,0,1,3,3,5,2,8,4,0,1,5,6,6,21 to 35,Male,636.9,70,28,11.8
2016,2,1,2016-02-01,1,5,3,3,4,4,8,5,1,1,2,8,2,10,3,9,2,5,5,5,Less than 20,Female,649.8,70,28,11.8
2016,2,1,2016-02-01,1,5,3,3,4,4,8,5,1,1,2,8,2,10,3,9,2,5,5,5,Less than 20,Female,649.8,70,28,11.8
2016,2,1,2016-02-01,1,5,0,5,5,8,2,0,1,7,2,3,2,7,0,3,1,6,3,4,Less than 20,Female,619.3,70,28,11.8
2016,2,1,2016-02-01,2,2,5,5,8,4,10,5,2,9,8,4,6,8,0,0,2,10,5,7,21 to 35,Female,714.9,70,28,11.8
2016,2,1,2016-02-01,1,2,3,5,6,10,6,5,1,3,3,3,2,9,2,0,2,4,1,4,Less than 20,Male,674.1,70,28,11.8
2016,2,1,2016-02-01,2,3,2,3,3,10,0,1,1,8,1,10,5,9,0,1,2,1,2,10,51 or more,Female,672.1,70,28,11.8
2016,2,1,2016-02-01,1,2,4,5,6,10,4,2,1,2,0,10,3,6,10,1,2,4,1,5,51 or more,Female,651.1,70,28,11.8
2016,2,2,2016-02-02,2,4,1,2,2,2,2,0,2,8,8,2,1,9,0,1,1,0,0,5,36 to 50,Female,592.3,70,28,11.8
2016,2,2,2016-02-02,4,3,1,2,10,10,1,1,2,4,1,10,5,5,0,1,1,2,6,5,21 to 35,Male,640.7,70,28,11.8
2016,2,2,2016-02-02,5,5,10,10,10,10,4,2,2,6,4,6,10,8,10,4,1,10,4,7,36 to 50,Female,681.3,70,28,11.8
2016,2,2,2016-02-02,5,5,10,4,0,8,7,1,1,9,2,5,10,8,4,7,2,5,3,10,Less than 20,Female,686.2,70,28,11.8
2016,2,2,2016-02-02,4,1,4,3,7,5,10,5,1,9,3,5,4,5,0,1,2,10,3,5,36 to 50,Female,712.8,70,28,11.8
2016,2,2,2016-02-02,4,3,10,4,10,2,7,4,1,8,8,7,2,9,6,2,2,10,5,10,51 or more,Female,724.2,70,28,11.8
2016,2,2,2016-02-02,1,5,0,6,2,10,5,5,2,2,2,1,0,3,10,6,1,3,0,10,21 to 35,Male,579.0,70,28,11.8
2016,2,2,2016-02-02,2,3,10,10,10,10,8,5,1,8,10,5,10,8,0,1,2,10,5,5,36 to 50,Male,761.0,70,28,11.8
2016,2,2,2016-02-02,3,2,6,4,4,4,7,2,1,6,3,10,5,6,10,4,2,6,2,2,51 or more,Female,661.3,70,28,11.8
2016,2,2,2016-02-02,1,1,6,6,10,6,3,5,1,10,2,9,3,9,0,1,1,10,4,10,Less than 20,Female,712.7,70,28,11.8
2016,2,2,2016-02-02,1,3,2,3,2,5,3,1,1,2,2,2,0,7,10,2,2,2,1,7,21 to 35,Male,603.8,70,28,11.8
2016,2,2,2016-02-02,3,4,0,4,10,5,0,0,2,7,2,10,4,7,0,10,2,3,1,3,21 to 35,Female,622.4,70,28,11.8
2016,2,2,2016-02-02,3,3,5,5,5,10,1,5,2,7,5,3,10,7,10,1,2,10,1,2,36 to 50,Male,665.2,70,28,11.8
2016,2,3,2016-02-03,1,1,10,5,4,2,3,0,1,7,2,10,0,8,0,2,1,5,3,10,36 to 50,Male,661.7,70,28,11.8
2016,2,3,2016-02-03,3,4,0,0,2,1,2,3,1,0,4,1,10,5,0,1,1,0,4,3,21 to 35,Male,604.9,70,28,11.8
2016,2,3,2016-02-03,3,4,0,0,2,1,2,3,1,0,4,1,10,5,0,1,1,0,4,3,21 to 35,Male,604.9,70,28,11.8
2016,2,3,2016-02-03,2,2,7,3,4,5,8,5,1,8,3,10,2,6,6,1,2,5,6,10,21 to 35,Male,700.4,70,28,11.8
2016,2,3,2016-02-03,5,4,2,10,10,10,4,5,1,8,6,10,0,7,0,0,2,10,10,10,36 to 50,Male,749.9,70,28,11.8
2016,2,3,2016-02-03,1,2,4,5,5,7,4,1,1,5,1,3,5,7,2,5,2,2,4,7,21 to 35,Male,651.6,70,28,11.8
2016,2,3,2016-02-03,2,3,10,7,10,10,5,3,1,8,2,4,7,8,0,2,2,6,7,7,51 or more,Female,721.7,70,28,11.8
2016,2,3,2016-02-03,1,0,10,7,10,2,5,5,2,8,8,8,1,8,0,3,2,10,4,10,51 or more,Female,717.4,70,28,11.8
2016,2,3,2016-02-03,5,2,10,5,6,5,6,5,2,6,1,8,2,6,0,0,1,7,4,3,51 or more,Female,674.5,70,28,11.8
2016,2,3,2016-02-03,1,3,10,1,1,3,3,3,1,7,1,2,0,7,0,4,1,4,2,10,21 to 35,Male,629.3,70,28,11.8
2016,2,4,2016-02-04,4,2,1,3,1,2,1,1,2,1,5,1,2,9,0,3,2,3,6,7,51 or more,Female,622.7,70,28,11.8
2016,2,4,2016-02-04,3,4,10,6,4,3,8,0,1,9,2,5,2,7,0,4,2,1,2,10,21 to 35,Female,670.7,70,28,11.8
2016,2,4,2016-02-04,3,1,5,6,6,6,8,0,1,8,4,6,9,8,1,1,2,8,5,7,36 to 50,Female,713.6,70,28,11.8
2016,2,4,2016-02-04,4,3,5,4,10,8,2,5,2,8,4,3,5,8,0,7,2,4,4,5,Less than 20,Female,673.9,70,28,11.8
2016,2,4,2016-02-04,4,2,4,10,10,10,7,1,1,10,5,8,10,7,0,3,2,7,6,8,Less than 20,Female,742.7,70,28,11.8
2016,2,4,2016-02-04,3,2,7,6,10,10,9,5,2,7,10,8,10,6,1,2,1,4,10,7,36 to 50,Female,722.1,70,28,11.8
2016,2,4,2016-02-04,0,1,3,1,5,3,7,0,1,8,5,3,5,8,4,3,1,7,8,10,21 to 35,Male,655.2,70,28,11.8
2016,2,4,2016-02-04,5,3,10,4,2,10,10,5,2,10,5,10,10,6,0,6,2,10,3,10,51 or more,Female,731.0,70,28,11.8
2016,2,4,2016-02-04,5,3,10,4,2,10,10,5,2,10,5,10,10,6,0,6,2,10,3,10,51 or more,Female,731.0,70,28,11.8
2016,2,4,2016-02-04,5,3,10,4,2,10,10,5,2,10,5,10,10,6,0,6,2,10,3,10,51 or more,Female,731.0,70,28,11.8
2016,2,4,2016-02-04,5,3,10,4,2,10,10,5,2,10,5,10,10,6,0,6,2,10,3,10,51 or more,Female,731.0,70,28,11.8
2016,2,4,2016-02-04,2,3,5,6,6,3,4,5,2,7,5,3,0,7,0,3,1,5,5,6,21 to 35,Male,643.1,70,28,11.8
2016,2,5,2016-02-05,4,1,4,7,10,7,9,1,1,6,6,3,5,6,4,1,1,6,8,10,36 to 50,Female,699.0,70,28,11.8
2016,2,5,2016-02-05,1,2,10,3,1,2,0,4,1,5,2,6,1,8,4,2,2,4,1,5,21 to 35,Female,645.6,70,28,11.8
2016,2,5,2016-02-05,1,4,3,3,5,8,3,1,2,4,2,2,5,7,7,3,1,2,4,5,21 to 35,Female,595.3,70,28,11.8
2016,2,5,2016-02-05,2,2,10,9,10,3,7,3,1,5,5,9,10,7,0,3,1,7,3,8,21 to 35,Female,710.6,70,28,11.8
2016,2,5,2016-02-05,1,2,2,2,1,4,1,2,1,6,1,8,1,7,0,0,2,0,1,5,36 to 50,Female,633.9,70,28,11.8
2016,2,6,2016-02-06,5,1,8,3,3,10,0,0,1,5,0,3,10,6,10,0,2,2,1,2,21 to 35,Female,649.7,70,28,11.8
2016,2,6,2016-02-06,4,0,10,10,10,5,3,5,2,5,1,10,10,6,0,3,2,5,1,1,51 or more,Male,703.8,70,28,11.8
2016,2,6,2016-02-06,3,4,6,9,5,4,3,2,1,4,2,4,2,7,7,1,2,4,1,9,21 to 35,Female,655.2,70,28,11.8
2016,2,6,2016-02-06,2,2,3,4,6,5,4,5,2,7,6,9,3,6,0,2,2,8,1,3,36 to 50,Female,671.3,70,28,11.8
2016,2,6,2016-02-06,1,1,4,2,7,5,10,1,1,7,1,8,1,4,3,3,2,5,5,8,21 to 35,Male,670.7,70,28,11.8
2016,2,6,2016-02-06,3,2,4,4,6,5,6,5,1,8,8,10,5,9,0,7,2,5,8,7,36 to 50,Female,718.0,70,28,11.8
2016,2,6,2016-02-06,3,2,10,4,10,3,5,0,1,2,0,10,1,8,0,1,2,8,8,10,21 to 35,Male,700.8,70,28,11.8
2016,2,6,2016-02-06,3,2,10,4,10,3,5,0,1,2,0,10,1,8,0,1,2,8,8,10,21 to 35,Male,700.8,70,28,11.8
